"Dzień","Liczba zwierząt","Liczba traw","Średni poziom energii","Średnia długość życia","Średnia liczba dzieci"
"93","7","6","47.714285714285715","0.0","1.4285714285714286"
"94","7","6","47.714285714285715","0.0","1.4285714285714286"
"95","7","6","46.714285714285715","0.0","1.4285714285714286"
"96","7","6","46.714285714285715","0.0","1.4285714285714286"
"97","7","6","50.0","0.0","1.4285714285714286"
"98","7","6","50.0","0.0","1.4285714285714286"
"99","7","6","49.0","0.0","1.4285714285714286"
"100","7","6","49.0","0.0","1.4285714285714286"
"101","7","6","48.0","0.0","1.4285714285714286"
"102","7","6","48.0","0.0","1.4285714285714286"
"103","7","6","47.0","0.0","1.4285714285714286"
"104","7","6","47.0","0.0","1.4285714285714286"
"105","7","5","50.285714285714285","0.0","1.4285714285714286"
"106","7","5","50.285714285714285","0.0","1.4285714285714286"
"107","7","5","49.285714285714285","0.0","1.4285714285714286"
"108","7","5","49.285714285714285","0.0","1.4285714285714286"
"109","7","5","48.285714285714285","0.0","1.4285714285714286"
"110","7","5","48.285714285714285","0.0","1.4285714285714286"
"111","7","5","47.285714285714285","0.0","1.4285714285714286"
"112","7","5","47.285714285714285","0.0","1.4285714285714286"
"113","7","5","50.57142857142857","0.0","1.4285714285714286"
"114","7","5","50.57142857142857","0.0","1.4285714285714286"
"115","8","5","47.125","0.0","1.5"
"116","8","5","47.125","0.0","1.5"
"117","8","5","46.125","0.0","1.5"
"118","8","5","46.125","0.0","1.5"
"119","8","5","48.875","0.0","1.5"
"120","8","5","48.875","0.0","1.5"
"121","8","5","47.875","0.0","1.5"
"122","8","5","47.875","0.0","1.5"
"123","8","4","50.625","0.0","1.5"
"124","8","4","50.625","0.0","1.5"
"125","9","4","47.44444444444444","0.0","1.5555555555555556"
"126","9","4","47.44444444444444","0.0","1.5555555555555556"
"127","9","5","46.44444444444444","0.0","1.5555555555555556"
"128","9","5","46.44444444444444","0.0","1.5555555555555556"
"129","9","5","45.44444444444444","0.0","1.5555555555555556"
"130","9","5","45.44444444444444","0.0","1.5555555555555556"
"131","9","4","47.77777777777778","0.0","1.5555555555555556"
"132","9","4","47.77777777777778","0.0","1.5555555555555556"
"133","9","4","46.77777777777778","0.0","1.5555555555555556"
"134","9","4","46.77777777777778","0.0","1.5555555555555556"
"135","10","4","44.2","0.0","1.6"
"136","10","4","44.2","0.0","1.6"
"137","10","4","43.2","0.0","1.6"
"138","10","4","43.2","0.0","1.6"
"139","10","4","42.2","0.0","1.6"
"140","10","4","42.2","0.0","1.6"
"141","10","4","41.2","0.0","1.6"
"142","10","4","41.2","0.0","1.6"
"143","10","3","43.2","0.0","1.6"
"144","10","3","43.2","0.0","1.6"
"145","10","3","42.2","0.0","1.6"
"146","10","3","42.2","0.0","1.6"
"147","10","3","44.2","0.0","1.6"
"148","10","3","44.2","0.0","1.6"
"149","11","3","42.0","0.0","1.6363636363636365"
"150","11","3","42.0","0.0","1.6363636363636365"
"151","12","4","37.583333333333336","0.0","1.6666666666666667"
"152","12","4","37.583333333333336","0.0","1.6666666666666667"
"153","13","3","36.07692307692308","0.0","1.6923076923076923"
"154","13","3","36.07692307692308","0.0","1.6923076923076923"
"155","13","2","37.38461538461539","0.0","1.6923076923076923"
"156","13","2","37.38461538461539","0.0","1.6923076923076923"
"157","13","2","36.38461538461539","0.0","1.6923076923076923"
"158","13","2","36.38461538461539","0.0","1.6923076923076923"
"159","12","2","38.416666666666664","35.0","1.8333333333333333"
"160","12","2","38.416666666666664","35.0","1.8333333333333333"
"161","12","3","37.416666666666664","35.0","1.8333333333333333"
"162","12","3","37.416666666666664","35.0","1.8333333333333333"
"163","12","3","36.416666666666664","35.0","1.8333333333333333"
"164","12","3","36.416666666666664","35.0","1.8333333333333333"
"165","12","3","35.416666666666664","35.0","1.8333333333333333"
"166","12","3","35.416666666666664","35.0","1.8333333333333333"
"167","12","3","34.416666666666664","35.0","1.8333333333333333"
"168","12","3","34.416666666666664","35.0","1.8333333333333333"
"169","12","2","35.916666666666664","35.0","1.8333333333333333"
"170","12","2","35.916666666666664","35.0","1.8333333333333333"
"171","13","3","32.23076923076923","35.0","1.8461538461538463"
"172","13","3","32.23076923076923","35.0","1.8461538461538463"
"173","13","2","33.53846153846154","35.0","1.8461538461538463"
"174","13","2","33.53846153846154","35.0","1.8461538461538463"
"175","13","2","32.53846153846154","35.0","1.8461538461538463"
"176","13","2","32.53846153846154","35.0","1.8461538461538463"
"177","13","2","31.53846153846154","35.0","1.8461538461538463"
"178","13","2","31.53846153846154","35.0","1.8461538461538463"
"179","13","2","30.53846153846154","35.0","1.8461538461538463"
"180","13","2","30.53846153846154","35.0","1.8461538461538463"
"181","13","2","31.846153846153847","35.0","1.8461538461538463"
"182","13","2","31.846153846153847","35.0","1.8461538461538463"
"183","13","2","30.846153846153847","35.0","1.8461538461538463"
"184","13","2","30.846153846153847","35.0","1.8461538461538463"
"185","13","3","29.846153846153847","35.0","1.8461538461538463"
"186","13","3","29.846153846153847","35.0","1.8461538461538463"
"187","13","2","31.153846153846153","35.0","1.8461538461538463"
"188","13","2","31.153846153846153","35.0","1.8461538461538463"
"189","13","2","30.23076923076923","62.5","1.8461538461538463"
"190","13","2","30.23076923076923","62.5","1.8461538461538463"
"191","12","3","34.25","72.0","1.5833333333333333"
"192","12","3","34.25","72.0","1.5833333333333333"
"193","12","3","33.25","72.0","1.5833333333333333"
"194","12","3","33.25","72.0","1.5833333333333333"
"195","12","3","32.25","72.0","1.5833333333333333"
"196","12","3","32.25","72.0","1.5833333333333333"
"197","12","3","31.25","72.0","1.5833333333333333"
"198","12","3","31.25","72.0","1.5833333333333333"
"199","12","2","32.75","72.0","1.5833333333333333"
"200","12","2","32.75","72.0","1.5833333333333333"
"201","12","2","34.25","72.0","1.5833333333333333"
"202","12","2","34.25","72.0","1.5833333333333333"
"203","12","2","35.75","72.0","1.5833333333333333"
"204","12","2","35.75","72.0","1.5833333333333333"
"205","12","3","34.75","72.0","1.5833333333333333"
"206","12","3","34.75","72.0","1.5833333333333333"
"207","12","3","33.75","72.0","1.5833333333333333"
"208","12","3","33.75","72.0","1.5833333333333333"
"209","12","3","35.25","72.0","1.5833333333333333"
"210","12","3","35.25","72.0","1.5833333333333333"
"211","12","2","39.25","72.0","1.5833333333333333"
"212","12","2","39.25","72.0","1.5833333333333333"
"213","12","3","38.25","72.0","1.5833333333333333"
"214","12","3","38.25","72.0","1.5833333333333333"
"215","12","3","37.25","72.0","1.5833333333333333"
"216","12","3","37.25","72.0","1.5833333333333333"
"217","12","2","38.75","72.0","1.5833333333333333"
"218","12","2","38.75","72.0","1.5833333333333333"
"219","12","3","37.75","72.0","1.5833333333333333"
"220","12","3","37.75","72.0","1.5833333333333333"
"221","13","3","33.92307692307692","72.0","1.6153846153846154"
"222","13","3","33.92307692307692","72.0","1.6153846153846154"
"223","12","4","35.75","62.75","1.75"
"224","12","4","35.75","62.75","1.75"
"225","11","4","38.0","60.0","1.9090909090909092"
"226","11","4","38.0","60.0","1.9090909090909092"
"227","11","2","42.45454545454545","60.0","1.9090909090909092"
"228","11","2","42.45454545454545","60.0","1.9090909090909092"
"229","11","2","41.45454545454545","60.0","1.9090909090909092"
"230","11","2","41.45454545454545","60.0","1.9090909090909092"
"231","12","1","39.583333333333336","60.0","1.9166666666666667"
"232","12","1","39.583333333333336","60.0","1.9166666666666667"
"233","13","0","37.92307692307692","60.0","1.9230769230769231"
"234","13","0","37.92307692307692","60.0","1.9230769230769231"
"235","13","1","36.92307692307692","60.0","1.9230769230769231"
"236","13","1","36.92307692307692","60.0","1.9230769230769231"
"237","13","1","38.23076923076923","60.0","1.9230769230769231"
"238","13","1","38.23076923076923","60.0","1.9230769230769231"
"239","12","1","40.416666666666664","60.166666666666664","1.9166666666666667"
"240","12","1","40.416666666666664","60.166666666666664","1.9166666666666667"
"241","12","2","39.416666666666664","60.166666666666664","1.9166666666666667"
"242","12","2","39.416666666666664","60.166666666666664","1.9166666666666667"
"243","13","2","35.46153846153846","60.166666666666664","1.9230769230769231"
"244","13","2","35.46153846153846","60.166666666666664","1.9230769230769231"
"245","13","3","34.46153846153846","60.166666666666664","1.9230769230769231"
"246","13","3","34.46153846153846","60.166666666666664","1.9230769230769231"
"247","13","2","35.76923076923077","60.166666666666664","1.9230769230769231"
"248","13","2","35.76923076923077","60.166666666666664","1.9230769230769231"
"249","13","2","37.07692307692308","60.166666666666664","1.9230769230769231"
"250","13","2","37.07692307692308","60.166666666666664","1.9230769230769231"
"251","13","2","38.38461538461539","60.166666666666664","1.9230769230769231"
"252","13","2","38.38461538461539","60.166666666666664","1.9230769230769231"
"253","13","2","37.38461538461539","60.166666666666664","1.9230769230769231"
"254","13","2","37.38461538461539","60.166666666666664","1.9230769230769231"
"255","13","1","38.69230769230769","60.166666666666664","1.9230769230769231"
"256","13","1","38.69230769230769","60.166666666666664","1.9230769230769231"
"257","13","2","37.69230769230769","60.166666666666664","1.9230769230769231"
"258","13","2","37.69230769230769","60.166666666666664","1.9230769230769231"
"259","13","1","39.0","60.166666666666664","1.9230769230769231"
"260","13","1","39.0","60.166666666666664","1.9230769230769231"
"261","13","1","38.0","60.166666666666664","1.9230769230769231"
"262","13","1","38.0","60.166666666666664","1.9230769230769231"
"263","13","0","39.30769230769231","60.166666666666664","1.9230769230769231"
"264","13","0","39.30769230769231","60.166666666666664","1.9230769230769231"
"265","14","1","35.57142857142857","60.166666666666664","1.9285714285714286"
"266","14","1","35.57142857142857","60.166666666666664","1.9285714285714286"
"267","15","2","32.266666666666666","60.166666666666664","1.9333333333333333"
"268","15","2","32.266666666666666","60.166666666666664","1.9333333333333333"
"269","15","1","33.266666666666666","60.166666666666664","1.9333333333333333"
"270","15","1","33.266666666666666","60.166666666666664","1.9333333333333333"
"271","15","1","32.266666666666666","60.166666666666664","1.9333333333333333"
"272","15","1","32.266666666666666","60.166666666666664","1.9333333333333333"
"273","15","1","31.266666666666666","60.166666666666664","1.9333333333333333"
"274","15","1","31.266666666666666","60.166666666666664","1.9333333333333333"
"275","15","1","30.266666666666666","60.166666666666664","1.9333333333333333"
"276","15","1","30.266666666666666","60.166666666666664","1.9333333333333333"
"277","15","2","29.266666666666666","60.166666666666664","1.9333333333333333"
"278","15","2","29.266666666666666","60.166666666666664","1.9333333333333333"
"279","15","3","28.266666666666666","60.166666666666664","1.9333333333333333"
"280","15","3","28.266666666666666","60.166666666666664","1.9333333333333333"
"281","15","1","31.266666666666666","60.166666666666664","1.9333333333333333"
"282","15","1","31.266666666666666","60.166666666666664","1.9333333333333333"
"283","15","2","30.266666666666666","60.166666666666664","1.9333333333333333"
"284","15","2","30.266666666666666","60.166666666666664","1.9333333333333333"
"285","15","2","31.266666666666666","60.166666666666664","1.9333333333333333"
"286","15","2","31.266666666666666","60.166666666666664","1.9333333333333333"
"287","15","2","32.266666666666666","60.166666666666664","1.9333333333333333"
"288","15","2","32.266666666666666","60.166666666666664","1.9333333333333333"
"289","15","2","31.266666666666666","60.166666666666664","1.9333333333333333"
"290","15","2","31.266666666666666","60.166666666666664","1.9333333333333333"
"291","14","2","34.642857142857146","56.42857142857143","2.0714285714285716"
"292","14","2","34.642857142857146","56.42857142857143","2.0714285714285716"
"293","14","2","33.642857142857146","56.42857142857143","2.0714285714285716"
"294","14","2","33.642857142857146","56.42857142857143","2.0714285714285716"
"295","15","1","32.46666666666667","56.42857142857143","2.066666666666667"
"296","15","1","32.46666666666667","56.42857142857143","2.066666666666667"
"297","14","1","33.785714285714285","57.125","2.2142857142857144"
"298","14","1","33.785714285714285","57.125","2.2142857142857144"
"299","13","1","35.38461538461539","54.333333333333336","2.3846153846153846"
"300","13","1","35.38461538461539","54.333333333333336","2.3846153846153846"
"301","13","2","34.38461538461539","54.333333333333336","2.3846153846153846"
"302","13","2","34.38461538461539","54.333333333333336","2.3846153846153846"
"303","13","1","38.0","54.333333333333336","2.3846153846153846"
"304","13","1","38.0","54.333333333333336","2.3846153846153846"
"305","13","1","37.0","54.333333333333336","2.3846153846153846"
"306","13","1","37.0","54.333333333333336","2.3846153846153846"
"307","13","1","38.30769230769231","54.333333333333336","2.3846153846153846"
"308","13","1","38.30769230769231","54.333333333333336","2.3846153846153846"
"309","12","1","43.0","54.8","2.5833333333333335"
"310","12","1","43.0","54.8","2.5833333333333335"
"311","12","2","42.0","54.8","2.5833333333333335"
"312","12","2","42.0","54.8","2.5833333333333335"
"313","12","2","41.0","54.8","2.5833333333333335"
"314","12","2","41.0","54.8","2.5833333333333335"
"315","12","3","40.0","54.8","2.5833333333333335"
"316","12","3","40.0","54.8","2.5833333333333335"
"317","12","3","41.5","54.8","2.5833333333333335"
"318","12","3","41.5","54.8","2.5833333333333335"
"319","12","2","43.0","54.8","2.5833333333333335"
"320","12","2","43.0","54.8","2.5833333333333335"
"321","13","2","38.76923076923077","54.8","2.5384615384615383"
"322","13","2","38.76923076923077","54.8","2.5384615384615383"
"323","12","3","41.0","52.27272727272727","2.75"
"324","12","3","41.0","52.27272727272727","2.75"
"325","13","3","36.92307692307692","52.27272727272727","2.6923076923076925"
"326","13","3","36.92307692307692","52.27272727272727","2.6923076923076925"
"327","13","4","35.92307692307692","52.27272727272727","2.6923076923076925"
"328","13","3","39.53846153846154","52.27272727272727","2.6923076923076925"
"329","13","3","39.53846153846154","52.27272727272727","2.6923076923076925"
"330","13","3","39.53846153846154","52.27272727272727","2.6923076923076925"
"331","13","3","38.53846153846154","52.27272727272727","2.6923076923076925"
"332","13","3","38.53846153846154","52.27272727272727","2.6923076923076925"
"333","13","3","37.53846153846154","52.27272727272727","2.6923076923076925"
"334","13","3","37.53846153846154","52.27272727272727","2.6923076923076925"
"335","13","2","38.84615384615385","52.27272727272727","2.6923076923076925"
"336","13","2","38.84615384615385","52.27272727272727","2.6923076923076925"
"337","13","1","40.15384615384615","52.27272727272727","2.6923076923076925"
"338","13","1","40.15384615384615","52.27272727272727","2.6923076923076925"
"339","14","1","36.357142857142854","52.27272727272727","2.642857142857143"
"340","14","1","36.357142857142854","52.27272727272727","2.642857142857143"
"341","14","1","35.357142857142854","52.27272727272727","2.642857142857143"
"342","14","1","35.357142857142854","52.27272727272727","2.642857142857143"
"343","14","1","34.357142857142854","52.27272727272727","2.642857142857143"
"344","14","1","34.357142857142854","52.27272727272727","2.642857142857143"
"345","14","1","33.357142857142854","52.27272727272727","2.642857142857143"
"346","14","1","33.357142857142854","52.27272727272727","2.642857142857143"
"347","13","1","34.92307692307692","58.583333333333336","2.4615384615384617"
"348","13","1","34.92307692307692","58.583333333333336","2.4615384615384617"
"349","13","1","33.92307692307692","58.583333333333336","2.4615384615384617"
"350","13","1","33.92307692307692","58.583333333333336","2.4615384615384617"
"351","13","1","35.23076923076923","58.583333333333336","2.4615384615384617"
"352","13","1","35.23076923076923","58.583333333333336","2.4615384615384617"
"353","13","1","34.23076923076923","58.583333333333336","2.4615384615384617"
"354","13","1","34.23076923076923","58.583333333333336","2.4615384615384617"
"355","13","1","33.23076923076923","58.583333333333336","2.4615384615384617"
"356","13","1","33.23076923076923","58.583333333333336","2.4615384615384617"
"357","13","1","32.23076923076923","58.583333333333336","2.4615384615384617"
"358","13","1","32.23076923076923","58.583333333333336","2.4615384615384617"
"359","13","1","31.23076923076923","58.583333333333336","2.4615384615384617"
"360","13","1","31.23076923076923","58.583333333333336","2.4615384615384617"
"361","13","2","30.23076923076923","58.583333333333336","2.4615384615384617"
"362","13","2","30.23076923076923","58.583333333333336","2.4615384615384617"
"363","12","2","31.75","64.84615384615384","2.0"
"364","12","2","31.75","64.84615384615384","2.0"
"365","12","1","33.25","64.84615384615384","2.0"
"366","12","1","33.25","64.84615384615384","2.0"
"367","12","2","32.25","64.84615384615384","2.0"
"368","12","2","32.25","64.84615384615384","2.0"
"369","12","2","31.25","64.84615384615384","2.0"
"370","12","2","31.25","64.84615384615384","2.0"
"371","11","2","33.09090909090909","62.857142857142854","2.1818181818181817"
"372","11","2","33.09090909090909","62.857142857142854","2.1818181818181817"
"373","11","2","32.09090909090909","62.857142857142854","2.1818181818181817"
"374","11","2","32.09090909090909","62.857142857142854","2.1818181818181817"
"375","11","2","31.09090909090909","62.857142857142854","2.1818181818181817"
"376","11","2","31.09090909090909","62.857142857142854","2.1818181818181817"
"377","11","2","30.09090909090909","62.857142857142854","2.1818181818181817"
"378","11","2","30.09090909090909","62.857142857142854","2.1818181818181817"
"379","11","2","29.09090909090909","62.857142857142854","2.1818181818181817"
"380","11","2","29.09090909090909","62.857142857142854","2.1818181818181817"
"381","11","3","28.09090909090909","62.857142857142854","2.1818181818181817"
"382","11","3","28.09090909090909","62.857142857142854","2.1818181818181817"
"383","11","3","29.818181818181817","62.857142857142854","2.1818181818181817"
"384","11","3","29.818181818181817","62.857142857142854","2.1818181818181817"
"385","11","3","28.818181818181817","62.857142857142854","2.1818181818181817"
"386","11","3","28.818181818181817","62.857142857142854","2.1818181818181817"
"387","11","3","27.818181818181817","62.857142857142854","2.1818181818181817"
"388","11","3","27.818181818181817","62.857142857142854","2.1818181818181817"
"389","11","3","26.818181818181817","62.857142857142854","2.1818181818181817"
"390","11","3","26.818181818181817","62.857142857142854","2.1818181818181817"
"391","10","3","28.5","60.93333333333333","2.4"
"392","10","3","28.5","60.93333333333333","2.4"
"393","10","3","30.5","60.93333333333333","2.4"
"394","10","3","30.5","60.93333333333333","2.4"
"395","10","3","32.5","60.93333333333333","2.4"
"396","10","3","32.5","60.93333333333333","2.4"
"397","10","2","34.5","60.93333333333333","2.4"
"398","10","2","34.5","60.93333333333333","2.4"
"399","10","2","33.5","60.93333333333333","2.4"
"400","10","2","33.5","60.93333333333333","2.4"
"401","10","3","32.5","60.93333333333333","2.4"
"402","10","3","32.5","60.93333333333333","2.4"
"403","9","4","35.111111111111114","62.4375","2.5555555555555554"
"404","9","4","35.111111111111114","62.4375","2.5555555555555554"
"405","9","3","37.44444444444444","62.4375","2.5555555555555554"
"406","9","3","37.44444444444444","62.4375","2.5555555555555554"
"407","9","3","36.44444444444444","62.4375","2.5555555555555554"
"408","9","3","36.44444444444444","62.4375","2.5555555555555554"
"409","9","3","35.44444444444444","62.4375","2.5555555555555554"
"410","9","3","35.44444444444444","62.4375","2.5555555555555554"
"411","9","3","34.44444444444444","62.4375","2.5555555555555554"
"412","9","3","34.44444444444444","62.4375","2.5555555555555554"
"413","9","3","33.44444444444444","62.4375","2.5555555555555554"
"414","9","3","33.44444444444444","62.4375","2.5555555555555554"
"415","8","4","36.625","68.47058823529412","2.5"
"416","8","4","36.625","68.47058823529412","2.5"
"417","8","4","35.625","68.47058823529412","2.5"
"418","8","4","35.625","68.47058823529412","2.5"
"419","8","5","34.625","68.47058823529412","2.5"
"420","8","5","34.625","68.47058823529412","2.5"
"421","8","4","37.375","68.47058823529412","2.5"
"422","8","4","37.375","68.47058823529412","2.5"
"423","8","4","36.375","68.47058823529412","2.5"
"424","8","4","36.375","68.47058823529412","2.5"
"425","8","4","35.375","68.47058823529412","2.5"
"426","8","4","35.375","68.47058823529412","2.5"
"427","8","4","38.125","68.47058823529412","2.5"
"428","8","4","38.125","68.47058823529412","2.5"
"429","8","5","37.125","68.47058823529412","2.5"
"430","8","5","37.125","68.47058823529412","2.5"
"431","7","5","41.42857142857143","67.55555555555556","2.7142857142857144"
"432","7","5","41.42857142857143","67.55555555555556","2.7142857142857144"
"433","7","5","40.42857142857143","67.55555555555556","2.7142857142857144"
"434","7","5","40.42857142857143","67.55555555555556","2.7142857142857144"
"435","7","5","39.42857142857143","67.55555555555556","2.7142857142857144"
"436","7","5","39.42857142857143","67.55555555555556","2.7142857142857144"
"437","7","6","38.42857142857143","67.55555555555556","2.7142857142857144"
"438","7","6","38.42857142857143","67.55555555555556","2.7142857142857144"
"439","7","5","41.714285714285715","67.55555555555556","2.7142857142857144"
"440","7","5","41.714285714285715","67.55555555555556","2.7142857142857144"
"441","7","5","40.714285714285715","67.55555555555556","2.7142857142857144"
"442","7","5","40.714285714285715","67.55555555555556","2.7142857142857144"
"443","6","5","46.5","68.63157894736842","2.5"
"444","6","5","46.5","68.63157894736842","2.5"
"445","6","5","50.5","68.63157894736842","2.5"
"446","6","5","50.5","68.63157894736842","2.5"
"447","6","5","49.5","68.63157894736842","2.5"
"448","6","5","49.5","68.63157894736842","2.5"
"449","6","5","53.5","68.63157894736842","2.5"
"450","6","5","53.5","68.63157894736842","2.5"
"451","6","6","52.5","68.63157894736842","2.5"
"452","6","6","52.5","68.63157894736842","2.5"
"453","7","6","48.42857142857143","68.63157894736842","2.4285714285714284"
"454","7","6","48.42857142857143","68.63157894736842","2.4285714285714284"
"455","7","6","51.714285714285715","68.63157894736842","2.4285714285714284"
"456","7","6","51.714285714285715","68.63157894736842","2.4285714285714284"
"457","7","6","50.714285714285715","68.63157894736842","2.4285714285714284"
"458","7","6","50.714285714285715","68.63157894736842","2.4285714285714284"
"459","7","6","49.714285714285715","68.63157894736842","2.4285714285714284"
"460","7","6","49.714285714285715","68.63157894736842","2.4285714285714284"
"461","7","6","48.714285714285715","68.63157894736842","2.4285714285714284"
"462","7","6","48.714285714285715","68.63157894736842","2.4285714285714284"
"463","7","4","56.285714285714285","68.63157894736842","2.4285714285714284"
"464","7","4","56.285714285714285","68.63157894736842","2.4285714285714284"
"465","7","4","59.57142857142857","68.63157894736842","2.4285714285714284"
"466","7","4","59.57142857142857","68.63157894736842","2.4285714285714284"
"467","7","5","58.57142857142857","68.63157894736842","2.4285714285714284"
"468","7","5","58.57142857142857","68.63157894736842","2.4285714285714284"
"469","7","4","61.857142857142854","68.63157894736842","2.4285714285714284"
"470","7","4","61.857142857142854","68.63157894736842","2.4285714285714284"
"471","8","5","53.25","68.63157894736842","2.375"
"472","8","5","53.25","68.63157894736842","2.375"
"473","9","6","46.44444444444444","68.63157894736842","2.3333333333333335"
"474","9","6","46.44444444444444","68.63157894736842","2.3333333333333335"
"475","9","6","45.44444444444444","68.63157894736842","2.3333333333333335"
"476","9","6","45.44444444444444","68.63157894736842","2.3333333333333335"
"477","9","5","47.77777777777778","68.63157894736842","2.3333333333333335"
"478","9","5","47.77777777777778","68.63157894736842","2.3333333333333335"
"479","9","4","50.111111111111114","68.63157894736842","2.3333333333333335"
"480","9","4","50.111111111111114","68.63157894736842","2.3333333333333335"
"481","9","4","52.44444444444444","68.63157894736842","2.3333333333333335"
"482","9","4","52.44444444444444","68.63157894736842","2.3333333333333335"
"483","10","4","46.3","68.63157894736842","2.3"
"484","10","4","46.3","68.63157894736842","2.3"
"485","10","3","48.3","68.63157894736842","2.3"
"486","10","3","48.3","68.63157894736842","2.3"
"487","10","3","47.3","68.63157894736842","2.3"
"488","10","3","47.3","68.63157894736842","2.3"
"489","10","3","49.3","68.63157894736842","2.3"
"490","10","3","49.3","68.63157894736842","2.3"
"491","10","2","51.3","68.63157894736842","2.3"
"492","10","2","51.3","68.63157894736842","2.3"
"493","10","2","50.3","68.63157894736842","2.3"
"494","10","2","50.3","68.63157894736842","2.3"
"495","10","2","49.3","68.63157894736842","2.3"
"496","10","2","49.3","68.63157894736842","2.3"
"497","10","2","48.3","68.63157894736842","2.3"
"498","10","2","48.3","68.63157894736842","2.3"
"499","10","3","47.3","68.63157894736842","2.3"
"500","10","3","47.3","68.63157894736842","2.3"
"501","10","3","46.3","68.63157894736842","2.3"
"502","10","3","46.3","68.63157894736842","2.3"
"503","10","1","51.3","68.63157894736842","2.3"
"504","10","1","51.3","68.63157894736842","2.3"
"505","10","1","53.3","68.63157894736842","2.3"
"506","10","1","53.3","68.63157894736842","2.3"
"507","10","2","52.3","68.63157894736842","2.3"
"508","10","2","52.3","68.63157894736842","2.3"
"509","11","2","52.09090909090909","68.63157894736842","2.272727272727273"
"510","11","2","52.09090909090909","68.63157894736842","2.272727272727273"
"511","12","1","51.833333333333336","68.63157894736842","2.25"
