"Dzień","Liczba zwierząt","Liczba traw","Średni poziom energii","Średnia długość życia","Średnia liczba dzieci"
"119","19","2","34.21052631578947","0.0","1.7894736842105263"
"120","19","2","34.21052631578947","0.0","1.7894736842105263"
"121","19","3","33.21052631578947","0.0","1.7894736842105263"
"122","19","3","33.21052631578947","0.0","1.7894736842105263"
"123","19","2","35.36842105263158","0.0","1.7894736842105263"
"124","19","2","35.36842105263158","0.0","1.7894736842105263"
"125","19","2","35.94736842105263","0.0","1.7894736842105263"
"126","19","2","35.94736842105263","0.0","1.7894736842105263"
"127","19","2","34.94736842105263","0.0","1.7894736842105263"
"128","19","2","34.94736842105263","0.0","1.7894736842105263"
"129","19","2","33.94736842105263","0.0","1.7894736842105263"
"130","19","2","33.94736842105263","0.0","1.7894736842105263"
"131","19","1","34.526315789473685","0.0","1.7894736842105263"
"132","19","1","34.526315789473685","0.0","1.7894736842105263"
"133","19","1","35.10526315789474","0.0","1.7894736842105263"
"134","19","1","35.10526315789474","0.0","1.7894736842105263"
"135","19","1","34.10526315789474","0.0","1.7894736842105263"
"136","19","1","34.10526315789474","0.0","1.7894736842105263"
"137","19","1","33.10526315789474","0.0","1.7894736842105263"
"138","19","1","33.10526315789474","0.0","1.7894736842105263"
"139","19","0","33.68421052631579","0.0","1.7894736842105263"
"140","19","0","33.68421052631579","0.0","1.7894736842105263"
"141","19","0","32.68421052631579","0.0","1.7894736842105263"
"142","19","0","32.68421052631579","0.0","1.7894736842105263"
"143","19","1","31.68421052631579","0.0","1.7894736842105263"
"144","19","1","31.68421052631579","0.0","1.7894736842105263"
"145","19","1","32.26315789473684","0.0","1.7894736842105263"
"146","19","1","32.26315789473684","0.0","1.7894736842105263"
"147","19","0","32.8421052631579","0.0","1.7894736842105263"
"148","19","0","32.8421052631579","0.0","1.7894736842105263"
"149","19","0","31.842105263157894","0.0","1.7894736842105263"
"150","19","0","31.842105263157894","0.0","1.7894736842105263"
"151","19","0","30.842105263157894","0.0","1.7894736842105263"
"152","19","0","30.842105263157894","0.0","1.7894736842105263"
"153","18","1","31.555555555555557","49.0","1.7777777777777777"
"154","18","1","31.555555555555557","49.0","1.7777777777777777"
"155","18","2","30.555555555555557","49.0","1.7777777777777777"
"156","18","2","30.555555555555557","49.0","1.7777777777777777"
"157","18","3","29.61111111111111","45.0","1.8888888888888888"
"158","18","3","29.61111111111111","45.0","1.8888888888888888"
"159","19","1","30.263157894736842","45.0","1.894736842105263"
"160","19","1","30.263157894736842","45.0","1.894736842105263"
"161","18","1","30.944444444444443","46.666666666666664","2.0"
"162","18","1","30.944444444444443","46.666666666666664","2.0"
"163","19","0","29.94736842105263","46.666666666666664","2.0"
"164","19","0","29.94736842105263","46.666666666666664","2.0"
"165","19","1","28.94736842105263","46.666666666666664","2.0"
"166","19","1","28.94736842105263","46.666666666666664","2.0"
"167","19","1","27.94736842105263","46.666666666666664","2.0"
"168","19","1","27.94736842105263","46.666666666666664","2.0"
"169","19","1","26.94736842105263","46.666666666666664","2.0"
"170","19","1","26.94736842105263","46.666666666666664","2.0"
"171","19","2","25.94736842105263","46.666666666666664","2.0"
"172","19","2","25.94736842105263","46.666666666666664","2.0"
"173","19","2","24.94736842105263","46.666666666666664","2.0"
"174","19","2","24.94736842105263","46.666666666666664","2.0"
"175","19","1","25.526315789473685","46.666666666666664","2.0"
"176","19","1","25.526315789473685","46.666666666666664","2.0"
"177","18","1","25.944444444444443","49.75","2.0"
"178","18","1","25.944444444444443","49.75","2.0"
"179","18","1","24.944444444444443","49.75","2.0"
"180","18","1","24.944444444444443","49.75","2.0"
"181","18","1","23.944444444444443","49.75","2.0"
"182","18","1","23.944444444444443","49.75","2.0"
"183","16","2","25.9375","44.666666666666664","2.25"
"-1","5.881081081081081","1.635135135135135","30.98507548603141","3.9617117117117115","0.6847869139664797"
