"Dzień","Liczba zwierząt","Liczba traw","Średni poziom energii","Średnia długość życia","Średnia liczba dzieci"
"90","3","6","140.0","0.0","0.6666666666666666"
"91","3","6","139.0","0.0","0.6666666666666666"
"92","3","6","139.0","0.0","0.6666666666666666"
"93","3","6","138.0","0.0","0.6666666666666666"
"94","3","6","138.0","0.0","0.6666666666666666"
"95","3","6","147.0","0.0","0.6666666666666666"
"96","3","6","147.0","0.0","0.6666666666666666"
"97","3","6","146.0","0.0","0.6666666666666666"
"98","3","6","146.0","0.0","0.6666666666666666"
"99","3","6","145.0","0.0","0.6666666666666666"
"100","3","6","145.0","0.0","0.6666666666666666"
"101","3","6","144.0","0.0","0.6666666666666666"
"102","3","6","144.0","0.0","0.6666666666666666"
"103","3","6","143.0","0.0","0.6666666666666666"
"104","3","6","143.0","0.0","0.6666666666666666"
"105","3","6","152.0","0.0","0.6666666666666666"
"106","3","6","152.0","0.0","0.6666666666666666"
"107","3","6","151.0","0.0","0.6666666666666666"
"108","3","6","151.0","0.0","0.6666666666666666"
"109","3","6","150.0","0.0","0.6666666666666666"
"110","3","6","150.0","0.0","0.6666666666666666"
"111","3","6","159.0","0.0","0.6666666666666666"
"112","3","6","159.0","0.0","0.6666666666666666"
"113","3","6","158.0","0.0","0.6666666666666666"
"114","3","6","158.0","0.0","0.6666666666666666"
"115","3","6","167.0","0.0","0.6666666666666666"
"116","3","6","167.0","0.0","0.6666666666666666"
"117","3","6","166.0","0.0","0.6666666666666666"
"118","3","6","166.0","0.0","0.6666666666666666"
"119","3","6","165.0","0.0","0.6666666666666666"
"120","3","6","165.0","0.0","0.6666666666666666"
"121","4","7","130.5","0.0","1.0"
"122","4","7","130.5","0.0","1.0"
"123","5","6","109.6","0.0","1.2"
"124","5","6","109.6","0.0","1.2"
"125","6","6","95.5","0.0","1.3333333333333333"
"126","6","6","95.5","0.0","1.3333333333333333"
"127","7","5","85.28571428571429","0.0","1.4285714285714286"
"128","7","5","85.28571428571429","0.0","1.4285714285714286"
"129","8","6","73.75","0.0","1.5"
"130","8","6","73.75","0.0","1.5"
"131","9","5","68.0","0.0","1.5555555555555556"
"132","9","5","68.0","0.0","1.5555555555555556"
"133","9","5","70.33333333333333","0.0","1.5555555555555556"
"134","9","5","70.33333333333333","0.0","1.5555555555555556"
"135","9","5","69.33333333333333","0.0","1.5555555555555556"
"136","9","5","69.33333333333333","0.0","1.5555555555555556"
"137","10","6","61.5","0.0","1.6"
"138","10","6","61.5","0.0","1.6"
"139","10","4","66.5","0.0","1.6"
"140","10","4","66.5","0.0","1.6"
"141","11","4","62.27272727272727","0.0","1.6363636363636365"
"142","11","4","62.27272727272727","0.0","1.6363636363636365"
"143","11","4","64.0","0.0","1.6363636363636365"
"144","11","4","64.0","0.0","1.6363636363636365"
"145","11","4","63.0","0.0","1.6363636363636365"
"146","11","4","63.0","0.0","1.6363636363636365"
"147","11","4","62.0","0.0","1.6363636363636365"
"148","11","4","62.0","0.0","1.6363636363636365"
"149","11","3","63.72727272727273","0.0","1.6363636363636365"
"150","11","3","63.72727272727273","0.0","1.6363636363636365"
"151","11","2","65.45454545454545","0.0","1.6363636363636365"
"152","11","2","65.45454545454545","0.0","1.6363636363636365"
"153","11","1","69.9090909090909","0.0","1.6363636363636365"
"154","11","1","69.9090909090909","0.0","1.6363636363636365"
"155","12","2","63.166666666666664","0.0","1.6666666666666667"
"156","12","2","63.166666666666664","0.0","1.6666666666666667"
"157","13","2","57.38461538461539","0.0","1.6923076923076923"
"158","13","2","57.38461538461539","0.0","1.6923076923076923"
"159","14","1","56.642857142857146","0.0","1.7142857142857142"
"160","14","1","56.642857142857146","0.0","1.7142857142857142"
"161","14","1","55.642857142857146","0.0","1.7142857142857142"
"162","14","1","55.642857142857146","0.0","1.7142857142857142"
"163","15","2","51.0","0.0","1.7333333333333334"
"164","15","2","51.0","0.0","1.7333333333333334"
"165","16","2","46.875","0.0","1.75"
"166","16","2","46.875","0.0","1.75"
"167","16","2","45.875","0.0","1.75"
"168","16","2","45.875","0.0","1.75"
"169","17","3","42.23529411764706","0.0","1.7647058823529411"
"170","17","3","42.23529411764706","0.0","1.7647058823529411"
"171","17","2","43.0","0.0","1.7647058823529411"
"172","17","2","43.0","0.0","1.7647058823529411"
"173","17","2","42.0","0.0","1.7647058823529411"
"174","17","2","42.0","0.0","1.7647058823529411"
"175","17","2","41.0","0.0","1.7647058823529411"
"176","17","2","41.0","0.0","1.7647058823529411"
"177","17","2","40.0","0.0","1.7647058823529411"
"178","17","2","40.0","0.0","1.7647058823529411"
"179","18","2","36.833333333333336","0.0","1.7777777777777777"
"180","18","2","36.833333333333336","0.0","1.7777777777777777"
"181","18","1","39.166666666666664","0.0","1.7777777777777777"
"182","18","1","39.166666666666664","0.0","1.7777777777777777"
"183","18","0","39.833333333333336","0.0","1.7777777777777777"
"184","18","0","39.833333333333336","0.0","1.7777777777777777"
"185","18","0","38.833333333333336","0.0","1.7777777777777777"
"186","18","0","38.833333333333336","0.0","1.7777777777777777"
"187","18","1","37.833333333333336","0.0","1.7777777777777777"
"188","18","1","37.833333333333336","0.0","1.7777777777777777"
"189","18","1","38.5","0.0","1.7777777777777777"
"190","18","1","38.5","0.0","1.7777777777777777"
"191","18","1","39.166666666666664","0.0","1.7777777777777777"
"192","18","1","39.166666666666664","0.0","1.7777777777777777"
"193","18","2","38.166666666666664","0.0","1.7777777777777777"
"194","18","2","38.166666666666664","0.0","1.7777777777777777"
"195","20","1","36.45","0.0","1.8"
"196","20","1","36.45","0.0","1.8"
"197","20","1","35.45","0.0","1.8"
"198","20","1","35.45","0.0","1.8"
"199","20","1","34.45","0.0","1.8"
"200","20","1","34.45","0.0","1.8"
"201","21","1","31.857142857142858","0.0","1.8095238095238095"
"202","21","1","31.857142857142858","0.0","1.8095238095238095"
"203","21","1","30.857142857142858","0.0","1.8095238095238095"
"204","21","1","30.857142857142858","0.0","1.8095238095238095"
"205","21","2","29.857142857142858","0.0","1.8095238095238095"
"206","21","2","29.857142857142858","0.0","1.8095238095238095"
"207","21","2","28.857142857142858","0.0","1.8095238095238095"
"208","21","2","28.857142857142858","0.0","1.8095238095238095"
"209","21","2","27.857142857142858","0.0","1.8095238095238095"
"210","21","2","27.857142857142858","0.0","1.8095238095238095"
"211","21","2","26.857142857142858","0.0","1.8095238095238095"
"212","21","2","26.857142857142858","0.0","1.8095238095238095"
"213","20","1","28.7","73.0","1.75"
"214","20","1","28.7","73.0","1.75"
"215","20","0","29.2","73.0","1.75"
"216","20","0","29.2","73.0","1.75"
"217","20","1","28.2","73.0","1.75"
"218","20","1","28.2","73.0","1.75"
"219","20","0","28.7","73.0","1.75"
"220","20","0","28.7","73.0","1.75"
"221","19","0","29.210526315789473","51.5","1.8421052631578947"
"222","19","0","29.210526315789473","51.5","1.8421052631578947"
"223","19","1","28.210526315789473","51.5","1.8421052631578947"
"224","19","1","28.210526315789473","51.5","1.8421052631578947"
"225","19","1","27.210526315789473","51.5","1.8421052631578947"
"226","19","1","27.210526315789473","51.5","1.8421052631578947"
"227","19","1","26.210526315789473","51.5","1.8421052631578947"
"228","19","1","26.210526315789473","51.5","1.8421052631578947"
"229","19","1","25.210526315789473","51.5","1.8421052631578947"
"230","19","1","25.210526315789473","51.5","1.8421052631578947"
"231","19","2","24.210526315789473","51.5","1.8421052631578947"
"232","19","2","24.210526315789473","51.5","1.8421052631578947"
"233","19","2","23.210526315789473","51.5","1.8421052631578947"
"234","19","2","23.210526315789473","51.5","1.8421052631578947"
"235","19","2","22.210526315789473","51.5","1.8421052631578947"
"236","19","2","22.210526315789473","51.5","1.8421052631578947"
"237","19","2","21.210526315789473","51.5","1.8421052631578947"
"238","19","2","21.210526315789473","51.5","1.8421052631578947"
"239","19","1","21.789473684210527","51.5","1.8421052631578947"
"240","19","1","21.789473684210527","51.5","1.8421052631578947"
"241","19","2","20.789473684210527","51.5","1.8421052631578947"
"242","19","2","20.789473684210527","51.5","1.8421052631578947"
"243","19","2","19.789473684210527","51.5","1.8421052631578947"
"244","19","2","19.789473684210527","51.5","1.8421052631578947"
"245","19","1","21.94736842105263","51.5","1.8421052631578947"
"246","19","1","21.94736842105263","51.5","1.8421052631578947"
"247","18","1","22.166666666666668","47.0","1.9444444444444444"
"248","18","1","22.166666666666668","47.0","1.9444444444444444"
"249","18","1","22.833333333333332","47.0","1.9444444444444444"
"250","18","1","22.833333333333332","47.0","1.9444444444444444"
"251","17","0","24.941176470588236","42.0","2.0588235294117645"
"252","17","0","24.941176470588236","42.0","2.0588235294117645"
"253","16","1","25.5","43.2","2.0625"
"254","16","1","25.5","43.2","2.0625"
"255","15","1","26.2","44.0","2.1333333333333333"
"256","15","1","26.2","44.0","2.1333333333333333"
"257","15","2","25.2","44.0","2.1333333333333333"
"258","15","2","25.2","44.0","2.1333333333333333"
"259","15","2","26.2","44.0","2.1333333333333333"
"260","15","2","26.2","44.0","2.1333333333333333"
"261","15","2","27.2","44.0","2.1333333333333333"
"262","15","2","27.2","44.0","2.1333333333333333"
"263","16","3","24.5625","44.0","2.125"
"264","16","3","24.5625","44.0","2.125"
"265","16","1","29.1875","44.0","2.125"
"266","16","1","29.1875","44.0","2.125"
"267","15","2","30.133333333333333","42.714285714285715","2.2666666666666666"
"268","15","2","30.133333333333333","42.714285714285715","2.2666666666666666"
"269","15","3","29.133333333333333","42.714285714285715","2.2666666666666666"
"270","15","3","29.133333333333333","42.714285714285715","2.2666666666666666"
"271","15","1","32.13333333333333","42.714285714285715","2.2666666666666666"
"272","15","1","32.13333333333333","42.714285714285715","2.2666666666666666"
"273","15","0","33.13333333333333","42.714285714285715","2.2666666666666666"
"274","15","0","33.13333333333333","42.714285714285715","2.2666666666666666"
"275","15","1","32.13333333333333","42.714285714285715","2.2666666666666666"
"276","15","1","32.13333333333333","42.714285714285715","2.2666666666666666"
"277","13","1","36.07692307692308","47.0","2.3846153846153846"
"278","13","1","36.07692307692308","47.0","2.3846153846153846"
"279","12","1","40.583333333333336","49.9","2.5"
"280","12","1","40.583333333333336","49.9","2.5"
"281","12","1","42.083333333333336","49.9","2.5"
"282","12","1","42.083333333333336","49.9","2.5"
"283","12","2","43.583333333333336","49.9","2.5"
"284","12","2","43.583333333333336","49.9","2.5"
"285","12","2","42.583333333333336","49.9","2.5"
"286","12","2","42.583333333333336","49.9","2.5"
"287","12","2","41.583333333333336","49.9","2.5"
"288","12","2","41.583333333333336","49.9","2.5"
"289","12","3","40.583333333333336","49.9","2.5"
"290","12","3","40.583333333333336","49.9","2.5"
"291","12","3","42.083333333333336","49.9","2.5"
"292","12","3","42.083333333333336","49.9","2.5"
"293","12","1","48.583333333333336","49.9","2.5"
"294","12","1","48.583333333333336","49.9","2.5"
"295","12","1","50.083333333333336","49.9","2.5"
"296","12","1","50.083333333333336","49.9","2.5"
"297","13","2","45.30769230769231","49.9","2.4615384615384617"
"298","13","2","45.30769230769231","49.9","2.4615384615384617"
"299","13","2","46.61538461538461","49.9","2.4615384615384617"
"300","13","2","46.61538461538461","49.9","2.4615384615384617"
"301","14","1","44.5","49.9","2.4285714285714284"
"302","14","1","44.5","49.9","2.4285714285714284"
"303","15","2","40.6","49.9","2.4"
"304","15","2","40.6","49.9","2.4"
"305","15","2","39.6","49.9","2.4"
"306","15","2","39.6","49.9","2.4"
"307","15","2","40.6","49.9","2.4"
"308","15","2","40.6","49.9","2.4"
"309","15","2","39.6","49.9","2.4"
"310","15","2","39.6","49.9","2.4"
"311","15","2","38.6","49.9","2.4"
"312","15","2","38.6","49.9","2.4"
"313","15","2","37.6","49.9","2.4"
"314","15","2","37.6","49.9","2.4"
"315","15","2","36.6","49.9","2.4"
"316","15","2","36.6","49.9","2.4"
"317","15","2","37.6","49.9","2.4"
"318","15","2","37.6","49.9","2.4"
"319","15","2","36.6","49.9","2.4"
"320","15","2","36.6","49.9","2.4"
"321","15","3","35.6","49.9","2.4"
"322","15","3","35.6","49.9","2.4"
"323","15","1","38.6","49.9","2.4"
"324","15","1","38.6","49.9","2.4"
"325","15","1","39.6","49.9","2.4"
"326","15","1","39.6","49.9","2.4"
"327","15","1","38.6","49.9","2.4"
"328","15","1","37.6","49.9","2.4"
"329","15","1","37.6","49.9","2.4"
"330","15","1","37.6","49.9","2.4"
"331","15","1","36.6","49.9","2.4"
"332","15","1","36.6","49.9","2.4"
"333","15","2","35.6","49.9","2.4"
"334","15","2","35.6","49.9","2.4"
"335","15","2","34.6","49.9","2.4"
"336","15","2","34.6","49.9","2.4"
"337","16","2","33.375","49.9","2.375"
"338","16","2","33.375","49.9","2.375"
"339","16","1","34.25","49.9","2.375"
"340","16","1","34.25","49.9","2.375"
"341","15","0","37.53333333333333","53.36363636363637","2.4"
"342","15","0","37.53333333333333","53.36363636363637","2.4"
"343","15","1","36.53333333333333","53.36363636363637","2.4"
"344","15","1","36.53333333333333","53.36363636363637","2.4"
"345","14","2","38.142857142857146","58.166666666666664","2.142857142857143"
"346","14","2","38.142857142857146","58.166666666666664","2.142857142857143"
"347","14","2","37.142857142857146","58.166666666666664","2.142857142857143"
"348","14","2","37.142857142857146","58.166666666666664","2.142857142857143"
"349","15","3","33.733333333333334","58.166666666666664","2.1333333333333333"
"350","15","3","33.733333333333334","58.166666666666664","2.1333333333333333"
"351","16","4","32.5625","58.166666666666664","2.125"
"352","16","4","32.5625","58.166666666666664","2.125"
"353","16","4","31.5625","58.166666666666664","2.125"
"354","16","4","31.5625","58.166666666666664","2.125"
"355","16","3","34.3125","58.166666666666664","2.125"
"356","16","3","34.3125","58.166666666666664","2.125"
"357","16","2","35.1875","58.166666666666664","2.125"
"358","16","2","35.1875","58.166666666666664","2.125"
"359","18","3","30.38888888888889","58.166666666666664","2.111111111111111"
"360","18","3","30.38888888888889","58.166666666666664","2.111111111111111"
"361","18","2","31.055555555555557","58.166666666666664","2.111111111111111"
"362","18","2","31.055555555555557","58.166666666666664","2.111111111111111"
"363","18","1","31.72222222222222","58.166666666666664","2.111111111111111"
"364","18","1","31.72222222222222","58.166666666666664","2.111111111111111"
"365","19","1","29.105263157894736","58.166666666666664","2.1052631578947367"
"366","19","1","29.105263157894736","58.166666666666664","2.1052631578947367"
"367","18","1","29.72222222222222","56.07692307692308","2.2222222222222223"
"368","18","1","29.72222222222222","56.07692307692308","2.2222222222222223"
"369","18","1","28.72222222222222","56.07692307692308","2.2222222222222223"
"370","18","1","28.72222222222222","56.07692307692308","2.2222222222222223"
"371","18","1","27.72222222222222","56.07692307692308","2.2222222222222223"
"372","18","1","27.72222222222222","56.07692307692308","2.2222222222222223"
"373","18","1","26.72222222222222","56.07692307692308","2.2222222222222223"
"374","18","1","26.72222222222222","56.07692307692308","2.2222222222222223"
"375","16","1","30.9375","64.66666666666667","2.25"
"376","16","1","30.9375","64.66666666666667","2.25"
"377","16","1","29.9375","64.66666666666667","2.25"
"378","16","1","29.9375","64.66666666666667","2.25"
"379","16","1","30.8125","64.66666666666667","2.25"
"380","16","1","30.8125","64.66666666666667","2.25"
"381","14","2","34.214285714285715","74.76470588235294","2.0714285714285716"
"382","14","2","34.214285714285715","74.76470588235294","2.0714285714285716"
"383","14","3","33.214285714285715","74.76470588235294","2.0714285714285716"
"384","14","3","33.214285714285715","74.76470588235294","2.0714285714285716"
"385","14","2","34.357142857142854","74.76470588235294","2.0714285714285716"
"386","14","2","34.357142857142854","74.76470588235294","2.0714285714285716"
"387","14","2","33.357142857142854","74.76470588235294","2.0714285714285716"
"388","14","2","33.357142857142854","74.76470588235294","2.0714285714285716"
"389","14","2","34.5","74.76470588235294","2.0714285714285716"
"390","14","2","34.5","74.76470588235294","2.0714285714285716"
"391","14","1","35.642857142857146","74.76470588235294","2.0714285714285716"
"392","14","1","35.642857142857146","74.76470588235294","2.0714285714285716"
"393","13","1","37.38461538461539","77.83333333333333","2.076923076923077"
"394","13","1","37.38461538461539","77.83333333333333","2.076923076923077"
"395","13","0","38.69230769230769","77.83333333333333","2.076923076923077"
"396","13","0","38.69230769230769","77.83333333333333","2.076923076923077"
"397","14","1","35.0","77.83333333333333","2.0714285714285716"
"398","14","1","35.0","77.83333333333333","2.0714285714285716"
"399","14","1","34.0","77.83333333333333","2.0714285714285716"
"400","14","1","34.0","77.83333333333333","2.0714285714285716"
"401","14","1","33.0","77.83333333333333","2.0714285714285716"
"402","14","1","33.0","77.83333333333333","2.0714285714285716"
"403","14","2","32.0","77.83333333333333","2.0714285714285716"
"404","14","2","32.0","77.83333333333333","2.0714285714285716"
"405","14","2","31.0","77.83333333333333","2.0714285714285716"
"406","14","2","31.0","77.83333333333333","2.0714285714285716"
"407","13","1","34.69230769230769","79.10526315789474","2.1538461538461537"
"408","13","1","34.69230769230769","79.10526315789474","2.1538461538461537"
"409","13","1","33.69230769230769","79.10526315789474","2.1538461538461537"
"410","13","1","33.69230769230769","79.10526315789474","2.1538461538461537"
"411","13","1","35.0","79.10526315789474","2.1538461538461537"
"412","13","1","35.0","79.10526315789474","2.1538461538461537"
"413","13","2","34.0","79.10526315789474","2.1538461538461537"
"414","13","2","34.0","79.10526315789474","2.1538461538461537"
"415","13","2","35.30769230769231","79.10526315789474","2.1538461538461537"
"416","13","2","35.30769230769231","79.10526315789474","2.1538461538461537"
"417","13","2","36.61538461538461","79.10526315789474","2.1538461538461537"
"418","13","2","36.61538461538461","79.10526315789474","2.1538461538461537"
"419","14","2","33.07142857142857","79.10526315789474","2.142857142857143"
"420","14","2","33.07142857142857","79.10526315789474","2.142857142857143"
"421","14","2","34.214285714285715","79.10526315789474","2.142857142857143"
"422","14","2","34.214285714285715","79.10526315789474","2.142857142857143"
"423","14","2","33.214285714285715","79.10526315789474","2.142857142857143"
"424","14","2","33.214285714285715","79.10526315789474","2.142857142857143"
"425","14","1","34.357142857142854","79.10526315789474","2.142857142857143"
"426","14","1","34.357142857142854","79.10526315789474","2.142857142857143"
"427","14","2","33.357142857142854","79.10526315789474","2.142857142857143"
"428","14","2","33.357142857142854","79.10526315789474","2.142857142857143"
"429","14","3","32.357142857142854","79.10526315789474","2.142857142857143"
"430","14","3","32.357142857142854","79.10526315789474","2.142857142857143"
"431","14","3","33.5","79.10526315789474","2.142857142857143"
"432","14","3","33.5","79.10526315789474","2.142857142857143"
"433","14","2","36.857142857142854","78.5","2.142857142857143"
"434","14","2","36.857142857142854","78.5","2.142857142857143"
"435","14","1","38.0","78.5","2.142857142857143"
"436","14","1","38.0","78.5","2.142857142857143"
"437","14","1","39.142857142857146","78.5","2.142857142857143"
"438","14","1","39.142857142857146","78.5","2.142857142857143"
"439","14","1","38.142857142857146","78.5","2.142857142857143"
"440","14","1","38.142857142857146","78.5","2.142857142857143"
"441","14","1","39.285714285714285","78.5","2.142857142857143"
"442","14","1","39.285714285714285","78.5","2.142857142857143"
"443","15","2","35.733333333333334","78.5","2.1333333333333333"
"444","15","2","35.733333333333334","78.5","2.1333333333333333"
"445","15","3","34.733333333333334","78.5","2.1333333333333333"
"446","15","3","34.733333333333334","78.5","2.1333333333333333"
"447","16","4","31.625","78.5","2.125"
"448","16","4","31.625","78.5","2.125"
"449","16","3","32.5","78.5","2.125"
"450","16","3","32.5","78.5","2.125"
"451","16","3","31.5","78.5","2.125"
"452","16","3","31.5","78.5","2.125"
"453","16","0","36.125","78.5","2.125"
"454","16","0","36.125","78.5","2.125"
"455","17","1","33.05882352941177","78.5","2.1176470588235294"
"456","17","1","33.05882352941177","78.5","2.1176470588235294"
"457","17","1","32.05882352941177","78.5","2.1176470588235294"
"458","17","1","32.05882352941177","78.5","2.1176470588235294"
"459","17","1","31.058823529411764","78.5","2.1176470588235294"
"460","17","1","31.058823529411764","78.5","2.1176470588235294"
"461","17","2","30.058823529411764","78.5","2.1176470588235294"
"462","17","2","30.058823529411764","78.5","2.1176470588235294"
"463","17","3","30.823529411764707","78.5","2.1176470588235294"
"464","17","3","30.823529411764707","78.5","2.1176470588235294"
"465","17","2","31.58823529411765","78.5","2.1176470588235294"
"466","17","2","31.58823529411765","78.5","2.1176470588235294"
"467","17","2","32.35294117647059","78.5","2.1176470588235294"
"468","17","2","32.35294117647059","78.5","2.1176470588235294"
"469","17","0","34.88235294117647","78.5","2.1176470588235294"
"470","17","0","34.88235294117647","78.5","2.1176470588235294"
"471","18","1","32.0","78.5","2.111111111111111"
"472","18","1","32.0","78.5","2.111111111111111"
"473","19","1","30.94736842105263","78.5","2.1052631578947367"
"474","19","1","30.94736842105263","78.5","2.1052631578947367"
"475","19","0","31.526315789473685","78.5","2.1052631578947367"
"476","19","0","31.526315789473685","78.5","2.1052631578947367"
"477","19","1","30.526315789473685","78.5","2.1052631578947367"
"478","19","1","30.526315789473685","78.5","2.1052631578947367"
"479","18","0","32.888888888888886","78.0952380952381","2.2222222222222223"
"480","18","0","32.888888888888886","78.0952380952381","2.2222222222222223"
"481","18","1","31.88888888888889","78.0952380952381","2.2222222222222223"
"482","18","1","31.88888888888889","78.0952380952381","2.2222222222222223"
"483","18","1","30.88888888888889","78.0952380952381","2.2222222222222223"
"484","18","1","30.88888888888889","78.0952380952381","2.2222222222222223"
"485","18","1","31.555555555555557","78.0952380952381","2.2222222222222223"
"486","18","1","31.555555555555557","78.0952380952381","2.2222222222222223"
"487","18","0","32.22222222222222","78.0952380952381","2.2222222222222223"
"488","18","0","32.22222222222222","78.0952380952381","2.2222222222222223"
"489","18","1","31.22222222222222","78.0952380952381","2.2222222222222223"
"490","18","1","31.22222222222222","78.0952380952381","2.2222222222222223"
"491","18","1","31.88888888888889","78.0952380952381","2.2222222222222223"
"492","18","1","31.88888888888889","78.0952380952381","2.2222222222222223"
"493","18","2","30.88888888888889","78.0952380952381","2.2222222222222223"
"494","18","2","30.88888888888889","78.0952380952381","2.2222222222222223"
"495","16","3","33.75","75.52173913043478","2.5"
"496","16","3","33.75","75.52173913043478","2.5"
"497","16","1","36.5","75.52173913043478","2.5"
"498","16","1","36.5","75.52173913043478","2.5"
"499","16","1","37.375","75.52173913043478","2.5"
"500","16","1","37.375","75.52173913043478","2.5"
"501","15","1","38.86666666666667","77.29166666666667","2.466666666666667"
"502","15","1","38.86666666666667","77.29166666666667","2.466666666666667"
"503","15","1","37.86666666666667","77.29166666666667","2.466666666666667"
"504","15","1","37.86666666666667","77.29166666666667","2.466666666666667"
"505","15","0","38.86666666666667","77.29166666666667","2.466666666666667"
"506","15","0","38.86666666666667","77.29166666666667","2.466666666666667"
"507","15","1","37.86666666666667","77.29166666666667","2.466666666666667"
"508","15","1","37.86666666666667","77.29166666666667","2.466666666666667"
"509","15","1","38.86666666666667","77.29166666666667","2.466666666666667"
"510","15","1","38.86666666666667","77.29166666666667","2.466666666666667"
"511","16","1","37.375","77.29166666666667","2.4375"
"512","16","1","37.375","77.29166666666667","2.4375"
"513","16","0","38.25","77.29166666666667","2.4375"
"514","16","0","38.25","77.29166666666667","2.4375"
"515","16","1","37.3125","75.52","2.5625"
"516","16","1","37.3125","75.52","2.5625"
"517","16","1","38.1875","75.52","2.5625"
"518","16","1","38.1875","75.52","2.5625"
"519","16","1","37.1875","75.52","2.5625"
"520","16","1","37.1875","75.52","2.5625"
"521","16","1","36.1875","75.52","2.5625"
"522","16","1","36.1875","75.52","2.5625"
"523","16","1","37.0625","75.52","2.5625"
"524","16","1","37.0625","75.52","2.5625"
"525","16","2","36.0625","75.52","2.5625"
"526","16","2","36.0625","75.52","2.5625"
"527","17","2","33.0","75.52","2.5294117647058822"
"528","17","2","33.0","75.52","2.5294117647058822"
"529","17","1","35.529411764705884","75.52","2.5294117647058822"
"530","17","1","35.529411764705884","75.52","2.5294117647058822"
"531","16","0","38.625","80.3076923076923","2.375"
"532","16","0","38.625","80.3076923076923","2.375"
"533","16","1","37.625","80.3076923076923","2.375"
"534","16","1","37.625","80.3076923076923","2.375"
"535","16","2","36.625","80.3076923076923","2.375"
